GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,WL,PTS,REB,AST
0022300558,2024-01-15,1610612764,WAS,Washington Wizards,WAS vs. DET,0.0,117,33,30
0022300558,2024-01-15,1610612765,DET,Detroit Pistons,DET @ WAS,1.0,129,52,30
0022300562,2024-01-15,1610612748,MIA,Miami Heat,MIA @ BKN,1.0,96,54,22
0022300557,2024-01-15,1610612753,ORL,Orlando Magic,ORL @ NYK,1.0,98,46,26
0022300560,2024-01-15,1610612763,MEM,Memphis Grizzlies,MEM vs. GSW,1.0,116,42,24
0022300561,2024-01-15,1610612739,CLE,Cleveland Cavaliers,CLE vs. CHI,1.0,109,48,28
0022300561,2024-01-15,1610612741,CHI,Chicago Bulls,CHI @ CLE,0.0,91,43,21
0022300559,2024-01-15,1610612737,ATL,Atlanta Hawks,ATL vs. SAS,1.0,109,57,24
0022300562,2024-01-15,1610612751,BKN,Brooklyn Nets,BKN vs. MIA,0.0,95,50,26
0022300550,2024-01-14,1610612743,DEN,Denver Nuggets,DEN vs. IND,1.0,117,40,31
0022300553,2024-01-14,1610612746,LAC,LA Clippers,LAC @ MIN,0.0,105,34,28
0022300552,2024-01-14,1610612749,MIL,Milwaukee Bucks,MIL vs. SAC,1.0,143,40,31
0022300554,2024-01-14,1610612756,PHX,Phoenix Suns,PHX @ POR,1.0,127,41,27
0022300550,2024-01-14,1610612754,IND,Indiana Pacers,IND @ DEN,0.0,109,37,28
0022300553,2024-01-14,1610612750,MIN,Minnesota Timberwolves,MIN vs. LAC,1.0,109,41,25
0022300551,2024-01-14,1610612748,MIA,Miami Heat,MIA vs. CHA,1.0,104,44,27
0022300554,2024-01-14,1610612757,POR,Portland Trail Blazers,POR vs. PHX,0.0,116,36,23
0022300552,2024-01-14,1610612758,SAC,Sacramento Kings,SAC @ MIL,0.0,142,47,34
0022300551,2024-01-14,1610612766,CHA,Charlotte Hornets,CHA @ MIA,0.0,87,50,17
0022300542,2024-01-13,1610612745,HOU,Houston Rockets,HOU @ BOS,0.0,113,50,20
0022300545,2024-01-13,1610612749,MIL,Milwaukee Bucks,MIL vs. GSW,1.0,129,50,33
0022300543,2024-01-13,1610612764,WAS,Washington Wizards,WAS @ ATL,1.0,127,54,32
0022300546,2024-01-13,1610612753,ORL,Orlando Magic,ORL @ OKC,0.0,100,50,21
0022300546,2024-01-13,1610612760,OKC,Oklahoma City Thunder,OKC vs. ORL,1.0,112,46,23
0022300547,2024-01-13,1610612740,NOP,New Orleans Pelicans,NOP @ DAL,1.0,118,44,29
0022300544,2024-01-13,1610612763,MEM,Memphis Grizzlies,MEM vs. NYK,0.0,94,35,27
0022300545,2024-01-13,1610612744,GSW,Golden State Warriors,GSW @ MIL,0.0,118,41,23
0022300544,2024-01-13,1610612752,NYK,New York Knicks,NYK @ MEM,1.0,106,56,25
0022300547,2024-01-13,1610612742,DAL,Dallas Mavericks,DAL vs. NOP,0.0,108,34,23
0022300548,2024-01-13,1610612741,CHI,Chicago Bulls,CHI @ SAS,1.0,122,47,31
0022300549,2024-01-13,1610612747,LAL,Los Angeles Lakers,LAL @ UTA,0.0,125,40,30
0022300548,2024-01-13,1610612759,SAS,San Antonio Spurs,SAS vs. CHI,0.0,116,47,26
0022300542,2024-01-13,1610612738,BOS,Boston Celtics,BOS vs. HOU,1.0,145,50,26
0022300543,2024-01-13,1610612737,ATL,Atlanta Hawks,ATL vs. WAS,0.0,99,50,21
0022300549,2024-01-13,1610612762,UTA,Utah Jazz,UTA vs. LAL,1.0,132,52,28
0022300537,2024-01-12,1610612746,LAC,LA Clippers,LAC @ MEM,1.0,128,43,22
0022300540,2024-01-12,1610612762,UTA,Utah Jazz,UTA vs. TOR,1.0,145,56,34
0022300539,2024-01-12,1610612740,NOP,New Orleans Pelicans,NOP @ DEN,0.0,113,35,30
0022300532,2024-01-12,1610612758,SAC,Sacramento Kings,SAC @ PHI,0.0,93,54,20
0022300537,2024-01-12,1610612763,MEM,Memphis Grizzlies,MEM vs. LAC,0.0,119,46,30
0022300540,2024-01-12,1610612761,TOR,Toronto Raptors,TOR @ UTA,0.0,113,31,25
0022300532,2024-01-12,1610612755,PHI,Philadelphia 76ers,PHI vs. SAC,1.0,112,46,23
0022300534,2024-01-12,1610612765,DET,Detroit Pistons,DET vs. HOU,0.0,110,46,32
0022300536,2024-01-12,1610612744,GSW,Golden State Warriors,GSW @ CHI,1.0,140,44,39
0022300533,2024-01-12,1610612737,ATL,Atlanta Hawks,ATL vs. IND,0.0,108,28,25
0022300535,2024-01-12,1610612748,MIA,Miami Heat,MIA vs. ORL,1.0,99,41,23
0022300538,2024-01-12,1610612757,POR,Portland Trail Blazers,POR @ MIN,0.0,93,38,18
0022300536,2024-01-12,1610612741,CHI,Chicago Bulls,CHI vs. GSW,0.0,131,36,31
0022300535,2024-01-12,1610612753,ORL,Orlando Magic,ORL @ MIA,0.0,96,38,26
0022300538,2024-01-12,1610612750,MIN,Minnesota Timberwolves,MIN vs. POR,1.0,116,45,35
0022300533,2024-01-12,1610612754,IND,Indiana Pacers,IND @ ATL,1.0,126,45,41
0022300541,2024-01-12,1610612759,SAS,San Antonio Spurs,SAS vs. CHA,1.0,135,45,31
0022300541,2024-01-12,1610612766,CHA,Charlotte Hornets,CHA @ SAS,0.0,99,44,22
0022300534,2024-01-12,1610612745,HOU,Houston Rockets,HOU @ DET,1.0,112,41,21
0022300539,2024-01-12,1610612743,DEN,Denver Nuggets,DEN vs. NOP,1.0,125,48,30
0022300527,2024-01-11,1610612751,BKN,Brooklyn Nets,BKN @ CLE,0.0,102,41,18
0022300531,2024-01-11,1610612756,PHX,Phoenix Suns,PHX @ LAL,1.0,127,46,23
0022300531,2024-01-11,1610612747,LAL,Los Angeles Lakers,LAL vs. PHX,0.0,109,37,33
0022300529,2024-01-11,1610612757,POR,Portland Trail Blazers,POR @ OKC,0.0,77,42,16
0022300530,2024-01-11,1610612752,NYK,New York Knicks,NYK @ DAL,0.0,124,45,27
0022300527,2024-01-11,1610612739,CLE,Cleveland Cavaliers,CLE vs. BKN,1.0,111,47,16
0022300528,2024-01-11,1610612738,BOS,Boston Celtics,BOS @ MIL,0.0,102,31,22
0022300530,2024-01-11,1610612742,DAL,Dallas Mavericks,DAL vs. NYK,1.0,128,38,27
0022300529,2024-01-11,1610612760,OKC,Oklahoma City Thunder,OKC vs. POR,1.0,139,59,41
0022300528,2024-01-11,1610612749,MIL,Milwaukee Bucks,MIL vs. BOS,1.0,135,54,34
0022300522,2024-01-10,1610612760,OKC,Oklahoma City Thunder,OKC @ MIA,1.0,128,42,36
0022300526,2024-01-10,1610612761,TOR,Toronto Raptors,TOR @ LAC,0.0,120,37,31
0022300517,2024-01-10,1610612738,BOS,Boston Celtics,BOS vs. MIN,1.0,127,46,21
0022300525,2024-01-10,1610612744,GSW,Golden State Warriors,GSW vs. NOP,0.0,105,43,24
0022300518,2024-01-10,1610612766,CHA,Charlotte Hornets,CHA vs. SAC,0.0,98,36,17
0022300518,2024-01-10,1610612758,SAC,Sacramento Kings,SAC @ CHA,1.0,123,53,24
0022300524,2024-01-10,1610612762,UTA,Utah Jazz,UTA vs. DEN,1.0,124,40,34
0022300519,2024-01-10,1610612765,DET,Detroit Pistons,DET vs. SAS,0.0,108,43,33
0022300521,2024-01-10,1610612755,PHI,Philadelphia 76ers,PHI @ ATL,0.0,132,51,26
0022300519,2024-01-10,1610612759,SAS,San Antonio Spurs,SAS @ DET,1.0,130,46,36
0022300524,2024-01-10,1610612743,DEN,Denver Nuggets,DEN @ UTA,0.0,111,34,26
0022300526,2024-01-10,1610612746,LAC,LA Clippers,LAC vs. TOR,1.0,126,36,34
0022300517,2024-01-10,1610612750,MIN,Minnesota Timberwolves,MIN @ BOS,0.0,120,47,22
0022300525,2024-01-10,1610612740,NOP,New Orleans Pelicans,NOP @ GSW,1.0,141,47,37
0022300521,2024-01-10,1610612737,ATL,Atlanta Hawks,ATL vs. PHI,1.0,139,55,32
0022300520,2024-01-10,1610612754,IND,Indiana Pacers,IND vs. WAS,1.0,112,54,31
0022300520,2024-01-10,1610612764,WAS,Washington Wizards,WAS @ IND,0.0,104,46,24
0022300523,2024-01-10,1610612745,HOU,Houston Rockets,HOU @ CHI,0.0,119,50,29
0022300522,2024-01-10,1610612748,MIA,Miami Heat,MIA vs. OKC,0.0,120,38,25
0022300523,2024-01-10,1610612741,CHI,Chicago Bulls,CHI vs. HOU,1.0,124,46,31
0022300516,2024-01-09,1610612761,TOR,Toronto Raptors,TOR @ LAL,0.0,131,37,34
0022300516,2024-01-09,1610612747,LAL,Los Angeles Lakers,LAL vs. TOR,1.0,132,39,34
0022300514,2024-01-09,1610612757,POR,Portland Trail Blazers,POR @ NYK,0.0,84,43,19
0022300513,2024-01-09,1610612750,MIN,Minnesota Timberwolves,MIN @ ORL,1.0,113,48,34
0022300513,2024-01-09,1610612753,ORL,Orlando Magic,ORL vs. MIN,0.0,92,46,20
0022300512,2024-01-09,1610612758,SAC,Sacramento Kings,SAC @ DET,1.0,131,44,39
0022300515,2024-01-09,1610612763,MEM,Memphis Grizzlies,MEM @ DAL,1.0,120,54,27
0022300514,2024-01-09,1610612752,NYK,New York Knicks,NYK vs. POR,1.0,112,55,26
0022300515,2024-01-09,1610612742,DAL,Dallas Mavericks,DAL vs. MEM,0.0,103,33,20
0022300512,2024-01-09,1610612765,DET,Detroit Pistons,DET vs. SAC,0.0,110,40,27
0022300507,2024-01-08,1610612738,BOS,Boston Celtics,BOS @ IND,0.0,131,42,26
0022300511,2024-01-08,1610612756,PHX,Phoenix Suns,PHX @ LAC,0.0,111,25,17
0022300509,2024-01-08,1610612748,MIA,Miami Heat,MIA vs. HOU,1.0,120,45,30
0022300509,2024-01-08,1610612745,HOU,Houston Rockets,HOU @ MIA,0.0,113,42,20
0022300506,2024-01-08,1610612741,CHI,Chicago Bulls,CHI @ CHA,1.0,119,51,27
0022300506,2024-01-08,1610612766,CHA,Charlotte Hornets,CHA vs. CHI,0.0,112,44,26
0022300508,2024-01-08,1610612760,OKC,Oklahoma City Thunder,OKC @ WAS,1.0,136,40,37
0022300507,2024-01-08,1610612754,IND,Indiana Pacers,IND vs. BOS,1.0,133,39,29
0022300510,2024-01-08,1610612749,MIL,Milwaukee Bucks,MIL vs. UTA,0.0,116,38,31
0022300510,2024-01-08,1610612762,UTA,Utah Jazz,UTA @ MIL,1.0,132,47,33
0022300508,2024-01-08,1610612764,WAS,Washington Wizards,WAS vs. OKC,0.0,128,38,32
0022300511,2024-01-08,1610612746,LAC,LA Clippers,LAC vs. PHX,1.0,138,44,32
0022300499,2024-01-07,1610612737,ATL,Atlanta Hawks,ATL @ ORL,0.0,110,50,21
0022300498,2024-01-07,1610612751,BKN,Brooklyn Nets,BKN vs. POR,0.0,127,44,29
0022300499,2024-01-07,1610612753,ORL,Orlando Magic,ORL vs. ATL,1.0,117,57,25
0022300501,2024-01-07,1610612750,MIN,Minnesota Timberwolves,MIN @ DAL,0.0,108,51,22
0022300503,2024-01-07,1610612763,MEM,Memphis Grizzlies,MEM @ PHX,1.0,121,54,29
0022300503,2024-01-07,1610612756,PHX,Phoenix Suns,PHX vs. MEM,0.0,115,50,29
0022300497,2024-01-07,1610612759,SAS,San Antonio Spurs,SAS @ CLE,0.0,115,40,22
0022300497,2024-01-07,1610612739,CLE,Cleveland Cavaliers,CLE vs. SAS,1.0,117,44,27
0022300498,2024-01-07,1610612757,POR,Portland Trail Blazers,POR @ BKN,1.0,134,38,21
0022300505,2024-01-07,1610612746,LAC,LA Clippers,LAC @ LAL,0.0,103,40,21
0022300505,2024-01-07,1610612747,LAL,Los Angeles Lakers,LAL vs. LAC,1.0,106,40,23
0022300501,2024-01-07,1610612742,DAL,Dallas Mavericks,DAL vs. MIN,1.0,115,44,20
0022300500,2024-01-07,1610612740,NOP,New Orleans Pelicans,NOP @ SAC,1.0,133,51,35
0022300504,2024-01-07,1610612761,TOR,Toronto Raptors,TOR @ GSW,1.0,133,45,38
0022300502,2024-01-07,1610612743,DEN,Denver Nuggets,DEN vs. DET,1.0,131,38,35
0022300504,2024-01-07,1610612744,GSW,Golden State Warriors,GSW vs. TOR,0.0,118,43,30
0022300502,2024-01-07,1610612765,DET,Detroit Pistons,DET @ DEN,0.0,114,37,28
0022300500,2024-01-07,1610612758,SAC,Sacramento Kings,SAC vs. NOP,0.0,100,25,28
0022300494,2024-01-06,1610612752,NYK,New York Knicks,NYK @ WAS,1.0,121,45,27
0022300494,2024-01-06,1610612764,WAS,Washington Wizards,WAS vs. NYK,0.0,105,45,33
0022300495,2024-01-06,1610612755,PHI,Philadelphia 76ers,PHI vs. UTA,0.0,109,34,30
0022300493,2024-01-06,1610612738,BOS,Boston Celtics,BOS @ IND,1.0,118,56,26
0022300496,2024-01-06,1610612745,HOU,Houston Rockets,HOU vs. MIL,1.0,112,46,22
0022300493,2024-01-06,1610612754,IND,Indiana Pacers,IND vs. BOS,0.0,101,38,23
0022300495,2024-01-06,1610612762,UTA,Utah Jazz,UTA @ PHI,1.0,120,48,30
0022300496,2024-01-06,1610612749,MIL,Milwaukee Bucks,MIL @ HOU,0.0,108,41,20
0022300480,2024-01-05,1610612754,IND,Indiana Pacers,IND vs. ATL,1.0,150,39,50
0022300479,2024-01-05,1610612738,BOS,Boston Celtics,BOS vs. UTA,1.0,126,56,24
0022300480,2024-01-05,1610612737,ATL,Atlanta Hawks,ATL @ IND,0.0,116,39,21
0022300488,2024-01-05,1610612753,ORL,Orlando Magic,ORL @ DEN,1.0,122,40,25
0022300490,2024-01-05,1610612744,GSW,Golden State Warriors,GSW vs. DET,1.0,113,45,24
0022300485,2024-01-05,1610612750,MIN,Minnesota Timberwolves,MIN @ HOU,1.0,122,52,31
0022300489,2024-01-05,1610612748,MIA,Miami Heat,MIA @ PHX,0.0,97,44,26
0022300490,2024-01-05,1610612765,DET,Detroit Pistons,DET @ GSW,0.0,109,40,25
0022300482,2024-01-05,1610612764,WAS,Washington Wizards,WAS @ CLE,0.0,90,31,19
0022300492,2024-01-05,1610612758,SAC,Sacramento Kings,SAC vs. TOR,1.0,135,42,35
0022300481,2024-01-05,1610612751,BKN,Brooklyn Nets,BKN vs. OKC,1.0,124,51,25
0022300491,2024-01-05,1610612747,LAL,Los Angeles Lakers,LAL vs. MEM,0.0,113,35,26
0022300479,2024-01-05,1610612762,UTA,Utah Jazz,UTA @ BOS,0.0,97,57,23
0022300481,2024-01-05,1610612760,OKC,Oklahoma City Thunder,OKC @ BKN,0.0,115,36,29
0022300486,2024-01-05,1610612746,LAC,LA Clippers,LAC @ NOP,1.0,111,50,28
0022300485,2024-01-05,1610612745,HOU,Houston Rockets,HOU vs. MIN,0.0,95,38,18
0022300484,2024-01-05,1610612766,CHA,Charlotte Hornets,CHA @ CHI,0.0,91,42,20
0022300484,2024-01-05,1610612741,CHI,Chicago Bulls,CHI vs. CHA,1.0,104,41,29
0022300487,2024-01-05,1610612757,POR,Portland Trail Blazers,POR @ DAL,0.0,103,42,27
0022300482,2024-01-05,1610612739,CLE,Cleveland Cavaliers,CLE vs. WAS,1.0,114,52,31
0022300486,2024-01-05,1610612740,NOP,New Orleans Pelicans,NOP vs. LAC,0.0,95,43,22
0022300489,2024-01-05,1610612756,PHX,Phoenix Suns,PHX vs. MIA,1.0,113,44,30
0022300487,2024-01-05,1610612742,DAL,Dallas Mavericks,DAL vs. POR,1.0,139,52,35
0022300491,2024-01-05,1610612763,MEM,Memphis Grizzlies,MEM @ LAL,1.0,127,44,33
0022300488,2024-01-05,1610612743,DEN,Denver Nuggets,DEN vs. ORL,0.0,120,38,28
0022300483,2024-01-05,1610612752,NYK,New York Knicks,NYK @ PHI,1.0,128,49,27
0022300492,2024-01-05,1610612761,TOR,Toronto Raptors,TOR @ SAC,0.0,130,37,31
0022300483,2024-01-05,1610612755,PHI,Philadelphia 76ers,PHI vs. NYK,0.0,92,38,22
0022300478,2024-01-04,1610612743,DEN,Denver Nuggets,DEN @ GSW,1.0,130,36,28
0022300478,2024-01-04,1610612744,GSW,Golden State Warriors,GSW vs. DEN,0.0,127,33,35
0022300477,2024-01-04,1610612749,MIL,Milwaukee Bucks,MIL @ SAS,1.0,125,42,27
0022300477,2024-01-04,1610612759,SAS,San Antonio Spurs,SAS vs. MIL,0.0,121,42,31
0022300474,2024-01-03,1610612762,UTA,Utah Jazz,UTA vs. DET,1.0,154,43,28
0022300469,2024-01-03,1610612745,HOU,Houston Rockets,HOU vs. BKN,1.0,112,48,27
0022300467,2024-01-03,1610612760,OKC,Oklahoma City Thunder,OKC @ ATL,0.0,138,37,30
0022300469,2024-01-03,1610612751,BKN,Brooklyn Nets,BKN @ HOU,0.0,101,50,25
0022300474,2024-01-03,1610612765,DET,Detroit Pistons,DET @ UTA,0.0,148,48,33
0022300465,2024-01-03,1610612739,CLE,Cleveland Cavaliers,CLE vs. WAS,1.0,140,62,37
0022300471,2024-01-03,1610612750,MIN,Minnesota Timberwolves,MIN vs. NOP,0.0,106,28,26
0022300465,2024-01-03,1610612764,WAS,Washington Wizards,WAS @ CLE,0.0,101,36,22
0022300471,2024-01-03,1610612740,NOP,New Orleans Pelicans,NOP @ MIN,1.0,117,41,30
0022300476,2024-01-03,1610612753,ORL,Orlando Magic,ORL @ SAC,0.0,135,39,33
0022300473,2024-01-03,1610612746,LAC,LA Clippers,LAC @ PHX,1.0,131,36,25
0022300473,2024-01-03,1610612756,PHX,Phoenix Suns,PHX vs. LAC,0.0,122,32,23
0022300470,2024-01-03,1610612761,TOR,Toronto Raptors,TOR @ MEM,1.0,116,46,25
0022300468,2024-01-03,1610612741,CHI,Chicago Bulls,CHI @ NYK,0.0,100,39,24
0022300466,2024-01-03,1610612749,MIL,Milwaukee Bucks,MIL @ IND,0.0,130,42,30
0022300468,2024-01-03,1610612752,NYK,New York Knicks,NYK vs. CHI,1.0,116,52,29
0022300466,2024-01-03,1610612754,IND,Indiana Pacers,IND vs. MIL,1.0,142,44,34
0022300470,2024-01-03,1610612763,MEM,Memphis Grizzlies,MEM vs. TOR,0.0,111,43,25
0022300476,2024-01-03,1610612758,SAC,Sacramento Kings,SAC vs. ORL,1.0,138,58,36
0022300472,2024-01-03,1610612757,POR,Portland Trail Blazers,POR @ DAL,0.0,97,46,23
0022300472,2024-01-03,1610612742,DAL,Dallas Mavericks,DAL vs. POR,1.0,126,43,25
0022300467,2024-01-03,1610612737,ATL,Atlanta Hawks,ATL vs. OKC,1.0,141,49,30
0022300475,2024-01-03,1610612747,LAL,Los Angeles Lakers,LAL vs. MIA,0.0,96,50,29
0022300475,2024-01-03,1610612748,MIA,Miami Heat,MIA @ LAL,1.0,110,39,30
0022300463,2024-01-02,1610612744,GSW,Golden State Warriors,GSW vs. ORL,1.0,121,36,23
0022300463,2024-01-02,1610612753,ORL,Orlando Magic,ORL @ GSW,0.0,115,41,19
0022300464,2024-01-02,1610612758,SAC,Sacramento Kings,SAC vs. CHA,0.0,104,48,23
0022300460,2024-01-02,1610612763,MEM,Memphis Grizzlies,MEM vs. SAS,1.0,106,46,24
0022300464,2024-01-02,1610612766,CHA,Charlotte Hornets,CHA @ SAC,1.0,111,35,23
0022300460,2024-01-02,1610612759,SAS,San Antonio Spurs,SAS @ MEM,0.0,98,40,21
0022300461,2024-01-02,1610612740,NOP,New Orleans Pelicans,NOP vs. BKN,1.0,112,53,23
0022300461,2024-01-02,1610612751,BKN,Brooklyn Nets,BKN @ NOP,0.0,85,43,26
0022300459,2024-01-02,1610612741,CHI,Chicago Bulls,CHI @ PHI,0.0,97,51,17
0022300462,2024-01-02,1610612760,OKC,Oklahoma City Thunder,OKC vs. BOS,1.0,127,38,34
0022300462,2024-01-02,1610612738,BOS,Boston Celtics,BOS @ OKC,0.0,123,47,33
0022300459,2024-01-02,1610612755,PHI,Philadelphia 76ers,PHI vs. CHI,1.0,110,43,28
0022300453,2024-01-01,1610612765,DET,Detroit Pistons,DET @ HOU,0.0,113,37,27
0022300456,2024-01-01,1610612756,PHX,Phoenix Suns,PHX vs. POR,1.0,109,47,24
0022300457,2024-01-01,1610612742,DAL,Dallas Mavericks,DAL @ UTA,0.0,90,41,28
0022300457,2024-01-01,1610612762,UTA,Utah Jazz,UTA vs. DAL,1.0,127,53,37
0022300455,2024-01-01,1610612743,DEN,Denver Nuggets,DEN vs. CHA,1.0,111,44,27
0022300458,2024-01-01,1610612746,LAC,LA Clippers,LAC vs. MIA,1.0,121,37,25
0022300454,2024-01-01,1610612754,IND,Indiana Pacers,IND @ MIL,1.0,122,52,23
0022300458,2024-01-01,1610612748,MIA,Miami Heat,MIA @ LAC,0.0,104,35,24
0022300451,2024-01-01,1610612752,NYK,New York Knicks,NYK vs. MIN,1.0,112,49,23
0022300451,2024-01-01,1610612750,MIN,Minnesota Timberwolves,MIN @ NYK,0.0,106,34,19
0022300454,2024-01-01,1610612749,MIL,Milwaukee Bucks,MIL vs. IND,0.0,113,46,27
0022300453,2024-01-01,1610612745,HOU,Houston Rockets,HOU vs. DET,1.0,136,39,34
0022300452,2024-01-01,1610612761,TOR,Toronto Raptors,TOR vs. CLE,1.0,124,47,25
0022300456,2024-01-01,1610612757,POR,Portland Trail Blazers,POR @ PHX,0.0,88,36,21
0022300455,2024-01-01,1610612766,CHA,Charlotte Hornets,CHA @ DEN,0.0,93,45,24
0022300452,2024-01-01,1610612739,CLE,Cleveland Cavaliers,CLE @ TOR,0.0,121,43,25
0022300448,2023-12-31,1610612738,BOS,Boston Celtics,BOS @ SAS,1.0,134,57,29
0022300448,2023-12-31,1610612759,SAS,San Antonio Spurs,SAS vs. BOS,0.0,101,39,28
0022300445,2023-12-31,1610612737,ATL,Atlanta Hawks,ATL @ WAS,1.0,130,58,27
0022300445,2023-12-31,1610612764,WAS,Washington Wizards,WAS vs. ATL,0.0,126,42,35
0022300449,2023-12-31,1610612763,MEM,Memphis Grizzlies,MEM vs. SAC,0.0,92,34,20
0022300447,2023-12-31,1610612760,OKC,Oklahoma City Thunder,OKC vs. BKN,1.0,124,46,31
0022300447,2023-12-31,1610612751,BKN,Brooklyn Nets,BKN @ OKC,0.0,108,47,26
0022300446,2023-12-31,1610612740,NOP,New Orleans Pelicans,NOP vs. LAL,1.0,129,47,33
0022300450,2023-12-31,1610612756,PHX,Phoenix Suns,PHX vs. ORL,1.0,112,35,21
0022300450,2023-12-31,1610612753,ORL,Orlando Magic,ORL @ PHX,0.0,107,45,22
0022300446,2023-12-31,1610612747,LAL,Los Angeles Lakers,LAL @ NOP,0.0,109,35,26
0022300449,2023-12-31,1610612758,SAC,Sacramento Kings,SAC @ MEM,1.0,123,59,28
0022300440,2023-12-30,1610612761,TOR,Toronto Raptors,TOR @ DET,0.0,127,33,26
0022300441,2023-12-30,1610612754,IND,Indiana Pacers,IND vs. NYK,1.0,140,34,40
0022300444,2023-12-30,1610612744,GSW,Golden State Warriors,GSW vs. DAL,0.0,122,47,32
0022300443,2023-12-30,1610612750,MIN,Minnesota Timberwolves,MIN vs. LAL,1.0,108,45,24
0022300444,2023-12-30,1610612742,DAL,Dallas Mavericks,DAL @ GSW,1.0,132,43,25
0022300443,2023-12-30,1610612747,LAL,Los Angeles Lakers,LAL @ MIN,0.0,106,39,23
0022300442,2023-12-30,1610612741,CHI,Chicago Bulls,CHI vs. PHI,1.0,105,53,21
0022300440,2023-12-30,1610612765,DET,Detroit Pistons,DET vs. TOR,1.0,129,41,29
0022300439,2023-12-30,1610612748,MIA,Miami Heat,MIA @ UTA,0.0,109,46,20
0022300439,2023-12-30,1610612762,UTA,Utah Jazz,UTA vs. MIA,1.0,117,43,29
0022300442,2023-12-30,1610612755,PHI,Philadelphia 76ers,PHI @ CHI,0.0,92,36,24
0022300441,2023-12-30,1610612752,NYK,New York Knicks,NYK @ IND,0.0,126,42,24
0022300437,2023-12-29,1610612757,POR,Portland Trail Blazers,POR vs. SAS,1.0,134,43,28
0022300436,2023-12-29,1610612756,PHX,Phoenix Suns,PHX vs. CHA,1.0,133,39,34
0022300431,2023-12-29,1610612737,ATL,Atlanta Hawks,ATL vs. SAC,0.0,110,51,29
0022300429,2023-12-29,1610612752,NYK,New York Knicks,NYK @ ORL,0.0,108,40,22
0022300432,2023-12-29,1610612738,BOS,Boston Celtics,BOS vs. TOR,1.0,120,52,29
0022300431,2023-12-29,1610612758,SAC,Sacramento Kings,SAC @ ATL,1.0,117,38,35
0022300436,2023-12-29,1610612766,CHA,Charlotte Hornets,CHA @ PHX,0.0,119,26,32
0022300432,2023-12-29,1610612761,TOR,Toronto Raptors,TOR @ BOS,0.0,118,38,29
0022300430,2023-12-29,1610612751,BKN,Brooklyn Nets,BKN @ WAS,0.0,104,54,24
0022300435,2023-12-29,1610612743,DEN,Denver Nuggets,DEN vs. OKC,0.0,93,36,30
0022300435,2023-12-29,1610612760,OKC,Oklahoma City Thunder,OKC @ DEN,1.0,119,51,29
0022300430,2023-12-29,1610612764,WAS,Washington Wizards,WAS vs. BKN,1.0,110,43,28
0022300429,2023-12-29,1610612753,ORL,Orlando Magic,ORL vs. NYK,1.0,117,49,24
0022300438,2023-12-29,1610612746,LAC,LA Clippers,LAC vs. MEM,1.0,117,54,28
0022300437,2023-12-29,1610612759,SAS,San Antonio Spurs,SAS @ POR,0.0,128,42,31
0022300434,2023-12-29,1610612745,HOU,Houston Rockets,HOU vs. PHI,0.0,127,42,30
0022300433,2023-12-29,1610612739,CLE,Cleveland Cavaliers,CLE vs. MIL,0.0,111,37,28
0022300438,2023-12-29,1610612763,MEM,Memphis Grizzlies,MEM @ LAC,0.0,106,33,29
0022300434,2023-12-29,1610612755,PHI,Philadelphia 76ers,PHI @ HOU,1.0,131,30,22
0022300433,2023-12-29,1610612749,MIL,Milwaukee Bucks,MIL @ CLE,1.0,119,43,26
0022300425,2023-12-28,1610612763,MEM,Memphis Grizzlies,MEM @ DEN,0.0,105,36,23
0022300423,2023-12-28,1610612750,MIN,Minnesota Timberwolves,MIN vs. DAL,1.0,118,38,23
0022300424,2023-12-28,1610612762,UTA,Utah Jazz,UTA @ NOP,0.0,105,42,27
0022300423,2023-12-28,1610612742,DAL,Dallas Mavericks,DAL @ MIN,0.0,110,39,29
0022300424,2023-12-28,1610612740,NOP,New Orleans Pelicans,NOP vs. UTA,1.0,112,35,27
0022300422,2023-12-28,1610612754,IND,Indiana Pacers,IND @ CHI,1.0,120,47,30
0022300428,2023-12-28,1610612747,LAL,Los Angeles Lakers,LAL vs. CHA,1.0,133,42,41
0022300428,2023-12-28,1610612766,CHA,Charlotte Hornets,CHA @ LAL,0.0,112,43,29
0022300427,2023-12-28,1610612757,POR,Portland Trail Blazers,POR vs. SAS,0.0,105,57,16
0022300427,2023-12-28,1610612759,SAS,San Antonio Spurs,SAS @ POR,1.0,118,42,33
0022300425,2023-12-28,1610612743,DEN,Denver Nuggets,DEN vs. MEM,1.0,142,53,43
0022300421,2023-12-28,1610612765,DET,Detroit Pistons,DET @ BOS,0.0,122,57,27
0022300426,2023-12-28,1610612744,GSW,Golden State Warriors,GSW vs. MIA,0.0,102,43,27
0022300422,2023-12-28,1610612741,CHI,Chicago Bulls,CHI vs. IND,0.0,104,47,19
0022300426,2023-12-28,1610612748,MIA,Miami Heat,MIA @ GSW,1.0,114,44,26
0022300421,2023-12-28,1610612738,BOS,Boston Celtics,BOS vs. DET,1.0,128,43,25
0022300418,2023-12-27,1610612745,HOU,Houston Rockets,HOU vs. PHX,0.0,113,33,20
0022300417,2023-12-27,1610612749,MIL,Milwaukee Bucks,MIL @ BKN,1.0,144,41,41
0022300416,2023-12-27,1610612761,TOR,Toronto Raptors,TOR @ WAS,1.0,132,53,43
