GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,WL,PTS,REB,AST
0042300405,2024-06-17,1610612738,BOS,Boston Celtics,BOS vs. DAL,1.0,106,51,25
0042300405,2024-06-17,1610612742,DAL,Dallas Mavericks,DAL @ BOS,0.0,88,35,18
0042300404,2024-06-14,1610612738,BOS,Boston Celtics,BOS @ DAL,0.0,84,31,18
0042300404,2024-06-14,1610612742,DAL,Dallas Mavericks,DAL vs. BOS,1.0,122,52,21
0042300403,2024-06-12,1610612738,BOS,Boston Celtics,BOS @ DAL,1.0,106,36,26
0042300403,2024-06-12,1610612742,DAL,Dallas Mavericks,DAL vs. BOS,0.0,99,43,15
0042300402,2024-06-09,1610612738,BOS,Boston Celtics,BOS vs. DAL,1.0,105,41,29
0042300402,2024-06-09,1610612742,DAL,Dallas Mavericks,DAL @ BOS,0.0,98,43,21
0042300401,2024-06-06,1610612738,BOS,Boston Celtics,BOS vs. DAL,1.0,107,47,23
0042300401,2024-06-06,1610612742,DAL,Dallas Mavericks,DAL @ BOS,0.0,89,43,9
0042300315,2024-05-30,1610612742,DAL,Dallas Mavericks,DAL @ MIN,1.0,124,45,19
0042300315,2024-05-30,1610612750,MIN,Minnesota Timberwolves,MIN vs. DAL,0.0,103,41,17
0042300314,2024-05-28,1610612750,MIN,Minnesota Timberwolves,MIN @ DAL,1.0,105,40,23
0042300314,2024-05-28,1610612742,DAL,Dallas Mavericks,DAL vs. MIN,0.0,100,38,23
0042300304,2024-05-27,1610612754,IND,Indiana Pacers,IND vs. BOS,0.0,102,47,24
0042300304,2024-05-27,1610612738,BOS,Boston Celtics,BOS @ IND,1.0,105,44,22
0042300313,2024-05-26,1610612750,MIN,Minnesota Timberwolves,MIN @ DAL,0.0,107,33,26
0042300313,2024-05-26,1610612742,DAL,Dallas Mavericks,DAL vs. MIN,1.0,116,32,19
0042300303,2024-05-25,1610612738,BOS,Boston Celtics,BOS @ IND,1.0,114,36,24
0042300303,2024-05-25,1610612754,IND,Indiana Pacers,IND vs. BOS,0.0,111,43,32
0042300312,2024-05-24,1610612742,DAL,Dallas Mavericks,DAL @ MIN,1.0,109,44,24
0042300312,2024-05-24,1610612750,MIN,Minnesota Timberwolves,MIN vs. DAL,0.0,108,40,26
0042300302,2024-05-23,1610612738,BOS,Boston Celtics,BOS vs. IND,1.0,126,40,28
0042300302,2024-05-23,1610612754,IND,Indiana Pacers,IND @ BOS,0.0,110,37,23
0042300311,2024-05-22,1610612742,DAL,Dallas Mavericks,DAL @ MIN,1.0,108,48,21
0042300311,2024-05-22,1610612750,MIN,Minnesota Timberwolves,MIN vs. DAL,0.0,105,40,23
0042300301,2024-05-21,1610612738,BOS,Boston Celtics,BOS vs. IND,1.0,133,43,30
0042300301,2024-05-21,1610612754,IND,Indiana Pacers,IND @ BOS,0.0,128,44,38
0042300237,2024-05-19,1610612750,MIN,Minnesota Timberwolves,MIN @ DEN,1.0,98,47,18
0042300217,2024-05-19,1610612754,IND,Indiana Pacers,IND @ NYK,1.0,130,33,33
0042300237,2024-05-19,1610612743,DEN,Denver Nuggets,DEN vs. MIN,0.0,90,44,18
0042300217,2024-05-19,1610612752,NYK,New York Knicks,NYK vs. IND,0.0,109,28,22
0042300226,2024-05-18,1610612760,OKC,Oklahoma City Thunder,OKC @ DAL,0.0,116,31,25
0042300226,2024-05-18,1610612742,DAL,Dallas Mavericks,DAL vs. OKC,1.0,117,47,25
0042300216,2024-05-17,1610612752,NYK,New York Knicks,NYK @ IND,0.0,103,35,20
0042300216,2024-05-17,1610612754,IND,Indiana Pacers,IND vs. NYK,1.0,116,47,35
0042300236,2024-05-16,1610612750,MIN,Minnesota Timberwolves,MIN vs. DEN,1.0,115,62,26
0042300236,2024-05-16,1610612743,DEN,Denver Nuggets,DEN @ MIN,0.0,70,43,18
0042300205,2024-05-15,1610612739,CLE,Cleveland Cavaliers,CLE @ BOS,0.0,98,28,25
0042300205,2024-05-15,1610612738,BOS,Boston Celtics,BOS vs. CLE,1.0,113,43,32
0042300225,2024-05-15,1610612760,OKC,Oklahoma City Thunder,OKC vs. DAL,0.0,92,33,20
0042300225,2024-05-15,1610612742,DAL,Dallas Mavericks,DAL @ OKC,1.0,104,46,27
0042300215,2024-05-14,1610612752,NYK,New York Knicks,NYK vs. IND,1.0,121,53,26
0042300235,2024-05-14,1610612743,DEN,Denver Nuggets,DEN vs. MIN,1.0,112,38,30
0042300215,2024-05-14,1610612754,IND,Indiana Pacers,IND @ NYK,0.0,91,29,24
0042300235,2024-05-14,1610612750,MIN,Minnesota Timberwolves,MIN @ DEN,0.0,97,33,30
0042300224,2024-05-13,1610612742,DAL,Dallas Mavericks,DAL vs. OKC,0.0,96,47,26
0042300224,2024-05-13,1610612760,OKC,Oklahoma City Thunder,OKC @ DAL,1.0,100,45,18
0042300204,2024-05-13,1610612738,BOS,Boston Celtics,BOS @ CLE,1.0,109,48,15
0042300204,2024-05-13,1610612739,CLE,Cleveland Cavaliers,CLE vs. BOS,0.0,102,32,26
0042300234,2024-05-12,1610612743,DEN,Denver Nuggets,DEN @ MIN,1.0,115,31,29
0042300214,2024-05-12,1610612754,IND,Indiana Pacers,IND vs. NYK,1.0,121,52,31
0042300234,2024-05-12,1610612750,MIN,Minnesota Timberwolves,MIN vs. DEN,0.0,107,42,21
0042300214,2024-05-12,1610612752,NYK,New York Knicks,NYK @ IND,0.0,89,43,18
0042300223,2024-05-11,1610612760,OKC,Oklahoma City Thunder,OKC @ DAL,0.0,101,41,23
0042300203,2024-05-11,1610612738,BOS,Boston Celtics,BOS @ CLE,1.0,106,44,22
0042300203,2024-05-11,1610612739,CLE,Cleveland Cavaliers,CLE vs. BOS,0.0,93,35,17
0042300223,2024-05-11,1610612742,DAL,Dallas Mavericks,DAL vs. OKC,1.0,105,48,21
0042300213,2024-05-10,1610612752,NYK,New York Knicks,NYK @ IND,0.0,106,41,19
0042300233,2024-05-10,1610612743,DEN,Denver Nuggets,DEN @ MIN,1.0,117,40,26
0042300213,2024-05-10,1610612754,IND,Indiana Pacers,IND vs. NYK,1.0,111,42,22
0042300233,2024-05-10,1610612750,MIN,Minnesota Timberwolves,MIN vs. DEN,0.0,90,32,23
0042300202,2024-05-09,1610612739,CLE,Cleveland Cavaliers,CLE @ BOS,1.0,118,44,24
0042300202,2024-05-09,1610612738,BOS,Boston Celtics,BOS vs. CLE,0.0,94,31,22
0042300222,2024-05-09,1610612760,OKC,Oklahoma City Thunder,OKC vs. DAL,0.0,110,41,25
0042300222,2024-05-09,1610612742,DAL,Dallas Mavericks,DAL @ OKC,1.0,119,44,30
0042300212,2024-05-08,1610612752,NYK,New York Knicks,NYK vs. IND,1.0,130,44,28
0042300212,2024-05-08,1610612754,IND,Indiana Pacers,IND @ NYK,0.0,121,34,33
0042300201,2024-05-07,1610612738,BOS,Boston Celtics,BOS vs. CLE,1.0,120,55,22
0042300221,2024-05-07,1610612742,DAL,Dallas Mavericks,DAL @ OKC,0.0,95,39,19
0042300201,2024-05-07,1610612739,CLE,Cleveland Cavaliers,CLE @ BOS,0.0,95,38,19
0042300221,2024-05-07,1610612760,OKC,Oklahoma City Thunder,OKC vs. DAL,1.0,117,52,29
0042300232,2024-05-06,1610612750,MIN,Minnesota Timberwolves,MIN @ DEN,1.0,106,42,28
0042300211,2024-05-06,1610612754,IND,Indiana Pacers,IND @ NYK,0.0,117,32,32
0042300232,2024-05-06,1610612743,DEN,Denver Nuggets,DEN vs. MIN,0.0,80,50,16
0042300211,2024-05-06,1610612752,NYK,New York Knicks,NYK vs. IND,1.0,121,40,25
0042300137,2024-05-05,1610612739,CLE,Cleveland Cavaliers,CLE vs. ORL,1.0,106,48,19
0042300137,2024-05-05,1610612753,ORL,Orlando Magic,ORL @ CLE,0.0,94,49,17
0042300231,2024-05-04,1610612750,MIN,Minnesota Timberwolves,MIN @ DEN,1.0,106,42,24
0042300231,2024-05-04,1610612743,DEN,Denver Nuggets,DEN vs. MIN,0.0,99,34,24
0042300176,2024-05-03,1610612742,DAL,Dallas Mavericks,DAL vs. LAC,1.0,114,45,26
0042300136,2024-05-03,1610612739,CLE,Cleveland Cavaliers,CLE @ ORL,0.0,96,38,15
0042300136,2024-05-03,1610612753,ORL,Orlando Magic,ORL vs. CLE,1.0,103,48,19
0042300176,2024-05-03,1610612746,LAC,LA Clippers,LAC @ DAL,0.0,101,45,23
0042300116,2024-05-02,1610612752,NYK,New York Knicks,NYK @ PHI,1.0,118,48,28
0042300126,2024-05-02,1610612754,IND,Indiana Pacers,IND vs. MIL,1.0,120,44,33
0042300116,2024-05-02,1610612755,PHI,Philadelphia 76ers,PHI vs. NYK,0.0,115,46,20
0042300126,2024-05-02,1610612749,MIL,Milwaukee Bucks,MIL @ IND,0.0,98,40,19
0042300175,2024-05-01,1610612746,LAC,LA Clippers,LAC vs. DAL,0.0,93,45,18
0042300105,2024-05-01,1610612738,BOS,Boston Celtics,BOS vs. MIA,1.0,118,56,23
0042300175,2024-05-01,1610612742,DAL,Dallas Mavericks,DAL @ LAC,1.0,123,40,27
0042300105,2024-05-01,1610612748,MIA,Miami Heat,MIA @ BOS,0.0,84,29,20
0042300115,2024-04-30,1610612752,NYK,New York Knicks,NYK vs. PHI,0.0,106,40,19
0042300135,2024-04-30,1610612739,CLE,Cleveland Cavaliers,CLE vs. ORL,1.0,104,39,23
0042300125,2024-04-30,1610612749,MIL,Milwaukee Bucks,MIL vs. IND,1.0,115,44,23
0042300135,2024-04-30,1610612753,ORL,Orlando Magic,ORL @ CLE,0.0,103,43,17
0042300115,2024-04-30,1610612755,PHI,Philadelphia 76ers,PHI @ NYK,1.0,112,46,28
0042300125,2024-04-30,1610612754,IND,Indiana Pacers,IND @ MIL,0.0,92,36,25
0042300104,2024-04-29,1610612748,MIA,Miami Heat,MIA vs. BOS,0.0,88,42,17
0042300104,2024-04-29,1610612738,BOS,Boston Celtics,BOS @ MIA,1.0,102,46,21
0042300155,2024-04-29,1610612743,DEN,Denver Nuggets,DEN vs. LAL,1.0,108,45,28
0042300144,2024-04-29,1610612740,NOP,New Orleans Pelicans,NOP vs. OKC,0.0,89,50,22
0042300155,2024-04-29,1610612747,LAL,Los Angeles Lakers,LAL @ DEN,0.0,106,41,30
0042300144,2024-04-29,1610612760,OKC,Oklahoma City Thunder,OKC @ NOP,1.0,97,44,18
0042300114,2024-04-28,1610612755,PHI,Philadelphia 76ers,PHI vs. NYK,0.0,92,42,23
0042300164,2024-04-28,1610612750,MIN,Minnesota Timberwolves,MIN @ PHX,1.0,122,44,23
0042300164,2024-04-28,1610612756,PHX,Phoenix Suns,PHX vs. MIN,0.0,116,33,20
0042300124,2024-04-28,1610612749,MIL,Milwaukee Bucks,MIL @ IND,0.0,113,42,26
0042300174,2024-04-28,1610612746,LAC,LA Clippers,LAC @ DAL,1.0,116,29,22
0042300114,2024-04-28,1610612752,NYK,New York Knicks,NYK @ PHI,1.0,97,52,19
0042300124,2024-04-28,1610612754,IND,Indiana Pacers,IND vs. MIL,1.0,126,38,33
0042300174,2024-04-28,1610612742,DAL,Dallas Mavericks,DAL vs. LAC,0.0,111,42,22
0042300134,2024-04-27,1610612739,CLE,Cleveland Cavaliers,CLE @ ORL,0.0,89,29,24
0042300154,2024-04-27,1610612743,DEN,Denver Nuggets,DEN @ LAL,0.0,108,40,30
0042300103,2024-04-27,1610612738,BOS,Boston Celtics,BOS @ MIA,1.0,104,43,22
0042300143,2024-04-27,1610612740,NOP,New Orleans Pelicans,NOP vs. OKC,0.0,85,45,18
0042300103,2024-04-27,1610612748,MIA,Miami Heat,MIA vs. BOS,0.0,84,36,21
0042300154,2024-04-27,1610612747,LAL,Los Angeles Lakers,LAL vs. DEN,1.0,119,46,23
0042300143,2024-04-27,1610612760,OKC,Oklahoma City Thunder,OKC @ NOP,1.0,106,47,27
0042300134,2024-04-27,1610612753,ORL,Orlando Magic,ORL vs. CLE,1.0,112,43,24
0042300163,2024-04-26,1610612750,MIN,Minnesota Timberwolves,MIN @ PHX,1.0,126,50,26
0042300123,2024-04-26,1610612754,IND,Indiana Pacers,IND vs. MIL,1.0,121,50,32
0042300123,2024-04-26,1610612749,MIL,Milwaukee Bucks,MIL @ IND,0.0,118,43,20
0042300173,2024-04-26,1610612742,DAL,Dallas Mavericks,DAL vs. LAC,1.0,101,36,21
0042300163,2024-04-26,1610612756,PHX,Phoenix Suns,PHX vs. MIN,0.0,109,28,24
0042300173,2024-04-26,1610612746,LAC,LA Clippers,LAC @ DAL,0.0,90,41,19
0042300153,2024-04-25,1610612743,DEN,Denver Nuggets,DEN @ LAL,1.0,112,51,27
0042300113,2024-04-25,1610612755,PHI,Philadelphia 76ers,PHI vs. NYK,1.0,125,36,24
0042300133,2024-04-25,1610612739,CLE,Cleveland Cavaliers,CLE @ ORL,0.0,83,32,24
0042300113,2024-04-25,1610612752,NYK,New York Knicks,NYK @ PHI,0.0,114,32,27
0042300133,2024-04-25,1610612753,ORL,Orlando Magic,ORL vs. CLE,1.0,121,51,24
0042300153,2024-04-25,1610612747,LAL,Los Angeles Lakers,LAL vs. DEN,0.0,105,38,23
0042300102,2024-04-24,1610612748,MIA,Miami Heat,MIA @ BOS,1.0,111,40,25
0042300102,2024-04-24,1610612738,BOS,Boston Celtics,BOS vs. MIA,0.0,101,39,21
0042300142,2024-04-24,1610612740,NOP,New Orleans Pelicans,NOP @ OKC,0.0,92,35,16
0042300142,2024-04-24,1610612760,OKC,Oklahoma City Thunder,OKC vs. NOP,1.0,124,37,25
0042300162,2024-04-23,1610612756,PHX,Phoenix Suns,PHX @ MIN,0.0,93,41,19
0042300122,2024-04-23,1610612754,IND,Indiana Pacers,IND @ MIL,1.0,125,45,38
0042300162,2024-04-23,1610612750,MIN,Minnesota Timberwolves,MIN vs. PHX,1.0,105,39,23
0042300172,2024-04-23,1610612742,DAL,Dallas Mavericks,DAL @ LAC,1.0,96,50,17
0042300172,2024-04-23,1610612746,LAC,LA Clippers,LAC vs. DAL,0.0,93,47,18
0042300122,2024-04-23,1610612749,MIL,Milwaukee Bucks,MIL vs. IND,0.0,108,40,24
0042300112,2024-04-22,1610612752,NYK,New York Knicks,NYK vs. PHI,1.0,104,46,22
0042300112,2024-04-22,1610612755,PHI,Philadelphia 76ers,PHI @ NYK,0.0,101,44,26
0042300132,2024-04-22,1610612739,CLE,Cleveland Cavaliers,CLE vs. ORL,1.0,96,48,18
0042300152,2024-04-22,1610612747,LAL,Los Angeles Lakers,LAL @ DEN,0.0,99,38,24
0042300152,2024-04-22,1610612743,DEN,Denver Nuggets,DEN vs. LAL,1.0,101,45,26
0042300132,2024-04-22,1610612753,ORL,Orlando Magic,ORL @ CLE,0.0,86,41,18
0042300141,2024-04-21,1610612740,NOP,New Orleans Pelicans,NOP @ OKC,0.0,92,52,22
0042300101,2024-04-21,1610612748,MIA,Miami Heat,MIA @ BOS,0.0,94,34,23
0042300121,2024-04-21,1610612749,MIL,Milwaukee Bucks,MIL vs. IND,1.0,109,47,21
0042300121,2024-04-21,1610612754,IND,Indiana Pacers,IND @ MIL,0.0,94,50,20
0042300171,2024-04-21,1610612746,LAC,LA Clippers,LAC vs. DAL,1.0,109,45,21
0042300171,2024-04-21,1610612742,DAL,Dallas Mavericks,DAL @ LAC,0.0,97,41,14
0042300141,2024-04-21,1610612760,OKC,Oklahoma City Thunder,OKC vs. NOP,1.0,94,44,21
0042300101,2024-04-21,1610612738,BOS,Boston Celtics,BOS vs. MIA,1.0,114,44,27
0042300111,2024-04-20,1610612755,PHI,Philadelphia 76ers,PHI @ NYK,0.0,104,33,17
0042300161,2024-04-20,1610612750,MIN,Minnesota Timberwolves,MIN vs. PHX,1.0,120,52,26
0042300161,2024-04-20,1610612756,PHX,Phoenix Suns,PHX @ MIN,0.0,95,28,16
0042300151,2024-04-20,1610612743,DEN,Denver Nuggets,DEN vs. LAL,1.0,114,49,27
0042300131,2024-04-20,1610612739,CLE,Cleveland Cavaliers,CLE vs. ORL,1.0,97,54,21
0042300151,2024-04-20,1610612747,LAL,Los Angeles Lakers,LAL @ DEN,0.0,103,40,22
0042300111,2024-04-20,1610612752,NYK,New York Knicks,NYK vs. PHI,1.0,111,55,20
0042300131,2024-04-20,1610612753,ORL,Orlando Magic,ORL @ CLE,0.0,83,40,16
0052300201,2024-04-19,1610612748,MIA,Miami Heat,MIA vs. CHI,1.0,112,47,26
0052300211,2024-04-19,1610612758,SAC,Sacramento Kings,SAC @ NOP,0.0,98,40,21
0052300211,2024-04-19,1610612740,NOP,New Orleans Pelicans,NOP vs. SAC,1.0,105,45,29
0052300201,2024-04-19,1610612741,CHI,Chicago Bulls,CHI @ MIA,0.0,91,38,27
0052300111,2024-04-17,1610612741,CHI,Chicago Bulls,CHI vs. ATL,1.0,131,47,27
0052300111,2024-04-17,1610612737,ATL,Atlanta Hawks,ATL @ CHI,0.0,116,34,30
0052300101,2024-04-17,1610612755,PHI,Philadelphia 76ers,PHI vs. MIA,1.0,105,49,23
0052300101,2024-04-17,1610612748,MIA,Miami Heat,MIA @ PHI,0.0,104,47,23
0052300121,2024-04-16,1610612740,NOP,New Orleans Pelicans,NOP vs. LAL,0.0,106,50,30
0052300131,2024-04-16,1610612758,SAC,Sacramento Kings,SAC vs. GSW,1.0,118,49,28
0052300131,2024-04-16,1610612744,GSW,Golden State Warriors,GSW @ SAC,0.0,94,42,19
0052300121,2024-04-16,1610612747,LAL,Los Angeles Lakers,LAL @ NOP,1.0,110,41,24
0022301198,2024-04-14,1610612762,UTA,Utah Jazz,UTA @ GSW,0.0,116,48,22
0022301192,2024-04-14,1610612755,PHI,Philadelphia 76ers,PHI vs. BKN,1.0,107,57,30
0022301188,2024-04-14,1610612737,ATL,Atlanta Hawks,ATL @ IND,0.0,115,32,25
0022301197,2024-04-14,1610612759,SAS,San Antonio Spurs,SAS vs. DET,1.0,123,54,33
0022301187,2024-04-14,1610612739,CLE,Cleveland Cavaliers,CLE vs. CHA,0.0,110,43,30
0022301193,2024-04-14,1610612743,DEN,Denver Nuggets,DEN @ MEM,1.0,126,54,32
0022301186,2024-04-14,1610612764,WAS,Washington Wizards,WAS @ BOS,0.0,122,36,33
0022301186,2024-04-14,1610612738,BOS,Boston Celtics,BOS vs. WAS,1.0,132,48,29
0022301200,2024-04-14,1610612757,POR,Portland Trail Blazers,POR @ SAC,0.0,82,54,18
0022301191,2024-04-14,1610612749,MIL,Milwaukee Bucks,MIL @ ORL,0.0,88,34,16
0022301196,2024-04-14,1610612760,OKC,Oklahoma City Thunder,OKC vs. DAL,1.0,135,58,38
0022301195,2024-04-14,1610612740,NOP,New Orleans Pelicans,NOP vs. LAL,0.0,108,39,26
0022301188,2024-04-14,1610612754,IND,Indiana Pacers,IND vs. ATL,1.0,157,48,41
0022301189,2024-04-14,1610612761,TOR,Toronto Raptors,TOR @ MIA,0.0,103,41,23
0022301196,2024-04-14,1610612742,DAL,Dallas Mavericks,DAL @ OKC,0.0,86,41,19
0022301190,2024-04-14,1610612752,NYK,New York Knicks,NYK vs. CHI,1.0,120,53,27
0022301200,2024-04-14,1610612758,SAC,Sacramento Kings,SAC vs. POR,1.0,121,51,29
0022301191,2024-04-14,1610612753,ORL,Orlando Magic,ORL vs. MIL,1.0,113,43,27
0022301194,2024-04-14,1610612756,PHX,Phoenix Suns,PHX @ MIN,1.0,125,32,28
0022301199,2024-04-14,1610612746,LAC,LA Clippers,LAC vs. HOU,0.0,105,51,23
0022301192,2024-04-14,1610612751,BKN,Brooklyn Nets,BKN @ PHI,0.0,86,42,19
0022301199,2024-04-14,1610612745,HOU,Houston Rockets,HOU @ LAC,1.0,116,59,31
0022301190,2024-04-14,1610612741,CHI,Chicago Bulls,CHI @ NYK,0.0,119,44,25
0022301195,2024-04-14,1610612747,LAL,Los Angeles Lakers,LAL @ NOP,1.0,124,39,32
0022301187,2024-04-14,1610612766,CHA,Charlotte Hornets,CHA @ CLE,1.0,120,47,36
0022301193,2024-04-14,1610612763,MEM,Memphis Grizzlies,MEM vs. DEN,0.0,111,43,22
0022301189,2024-04-14,1610612748,MIA,Miami Heat,MIA vs. TOR,1.0,118,46,29
0022301198,2024-04-14,1610612744,GSW,Golden State Warriors,GSW vs. UTA,1.0,123,42,35
0022301194,2024-04-14,1610612750,MIN,Minnesota Timberwolves,MIN vs. PHX,0.0,106,36,22
0022301197,2024-04-14,1610612765,DET,Detroit Pistons,DET @ SAS,0.0,95,40,17
0022301171,2024-04-12,1610612755,PHI,Philadelphia 76ers,PHI vs. ORL,1.0,125,44,22
0022301174,2024-04-12,1610612739,CLE,Cleveland Cavaliers,CLE vs. IND,1.0,129,41,28
0022301182,2024-04-12,1610612740,NOP,New Orleans Pelicans,NOP @ GSW,1.0,114,38,24
0022301175,2024-04-12,1610612751,BKN,Brooklyn Nets,BKN @ NYK,0.0,107,45,22
0022301184,2024-04-12,1610612746,LAC,LA Clippers,LAC vs. UTA,0.0,109,44,23
0022301172,2024-04-12,1610612741,CHI,Chicago Bulls,CHI @ WAS,1.0,129,56,28
0022301185,2024-04-12,1610612756,PHX,Phoenix Suns,PHX @ SAC,1.0,108,41,25
0022301184,2024-04-12,1610612762,UTA,Utah Jazz,UTA @ LAC,1.0,110,46,26
0022301178,2024-04-12,1610612750,MIN,Minnesota Timberwolves,MIN vs. ATL,1.0,109,44,29
0022301183,2024-04-12,1610612757,POR,Portland Trail Blazers,POR vs. HOU,0.0,107,48,20
0022301177,2024-04-12,1610612763,MEM,Memphis Grizzlies,MEM vs. LAL,0.0,120,42,19
0022301176,2024-04-12,1610612761,TOR,Toronto Raptors,TOR @ MIA,0.0,103,41,23
0022301183,2024-04-12,1610612745,HOU,Houston Rockets,HOU @ POR,1.0,116,48,25
0022301173,2024-04-12,1610612738,BOS,Boston Celtics,BOS vs. CHA,1.0,131,53,34
0022301181,2024-04-12,1610612765,DET,Detroit Pistons,DET @ DAL,1.0,107,40,23
0022301172,2024-04-12,1610612764,WAS,Washington Wizards,WAS vs. CHI,0.0,127,39,32
0022301177,2024-04-12,1610612747,LAL,Los Angeles Lakers,LAL @ MEM,1.0,123,39,25
0022301179,2024-04-12,1610612760,OKC,Oklahoma City Thunder,OKC vs. MIL,1.0,125,38,29
0022301173,2024-04-12,1610612766,CHA,Charlotte Hornets,CHA @ BOS,0.0,98,33,20
0022301178,2024-04-12,1610612737,ATL,Atlanta Hawks,ATL @ MIN,0.0,106,40,23
0022301171,2024-04-12,1610612753,ORL,Orlando Magic,ORL @ PHI,0.0,113,45,25
0022301179,2024-04-12,1610612749,MIL,Milwaukee Bucks,MIL @ OKC,0.0,107,42,27
0022301180,2024-04-12,1610612743,DEN,Denver Nuggets,DEN @ SAS,0.0,120,33,31
0022301174,2024-04-12,1610612754,IND,Indiana Pacers,IND @ CLE,0.0,120,39,37
0022301180,2024-04-12,1610612759,SAS,San Antonio Spurs,SAS vs. DEN,1.0,121,49,31
0022301175,2024-04-12,1610612752,NYK,New York Knicks,NYK vs. BKN,1.0,111,31,21
0022301181,2024-04-12,1610612742,DAL,Dallas Mavericks,DAL vs. DET,0.0,89,49,20
0022301176,2024-04-12,1610612748,MIA,Miami Heat,MIA vs. TOR,1.0,125,37,37
0022301185,2024-04-12,1610612758,SAC,Sacramento Kings,SAC vs. PHX,0.0,107,35,26
0022301182,2024-04-12,1610612744,GSW,Golden State Warriors,GSW vs. NOP,0.0,109,53,27
0022301168,2024-04-11,1610612745,HOU,Houston Rockets,HOU @ UTA,0.0,121,39,22
0022301167,2024-04-11,1610612752,NYK,New York Knicks,NYK @ BOS,1.0,118,52,24
0022301166,2024-04-11,1610612765,DET,Detroit Pistons,DET vs. CHI,0.0,105,38,27
0022301169,2024-04-11,1610612757,POR,Portland Trail Blazers,POR vs. GSW,0.0,92,49,22
0022301167,2024-04-11,1610612738,BOS,Boston Celtics,BOS vs. NYK,0.0,109,36,25
0022301166,2024-04-11,1610612741,CHI,Chicago Bulls,CHI @ DET,1.0,127,42,28
0022301170,2024-04-11,1610612740,NOP,New Orleans Pelicans,NOP @ SAC,1.0,135,40,35
0022301169,2024-04-11,1610612744,GSW,Golden State Warriors,GSW @ POR,1.0,100,46,24
0022301170,2024-04-11,1610612758,SAC,Sacramento Kings,SAC vs. NOP,0.0,123,32,26
0022301168,2024-04-11,1610612762,UTA,Utah Jazz,UTA vs. HOU,1.0,124,49,27
0022301163,2024-04-10,1610612759,SAS,San Antonio Spurs,SAS @ OKC,0.0,89,47,24
0022301164,2024-04-10,1610612750,MIN,Minnesota Timberwolves,MIN @ DEN,0.0,107,35,23
0022301160,2024-04-10,1610612761,TOR,Toronto Raptors,TOR @ BKN,0.0,102,45,19
0022301158,2024-04-10,1610612739,CLE,Cleveland Cavaliers,CLE vs. MEM,1.0,110,47,27
0022301159,2024-04-10,1610612766,CHA,Charlotte Hornets,CHA @ ATL,1.0,115,33,25
0022301165,2024-04-10,1610612746,LAC,LA Clippers,LAC vs. PHX,0.0,108,44,23
0022301159,2024-04-10,1610612737,ATL,Atlanta Hawks,ATL vs. CHA,0.0,114,38,35
0022301162,2024-04-10,1610612749,MIL,Milwaukee Bucks,MIL vs. ORL,1.0,117,43,27
0022301162,2024-04-10,1610612753,ORL,Orlando Magic,ORL @ MIL,0.0,99,34,19
0022301161,2024-04-10,1610612742,DAL,Dallas Mavericks,DAL @ MIA,1.0,111,39,27
0022301160,2024-04-10,1610612751,BKN,Brooklyn Nets,BKN vs. TOR,1.0,106,56,25
0022301164,2024-04-10,1610612743,DEN,Denver Nuggets,DEN vs. MIN,1.0,116,44,31
0022301165,2024-04-10,1610612756,PHX,Phoenix Suns,PHX @ LAC,1.0,124,48,29
0022301161,2024-04-10,1610612748,MIA,Miami Heat,MIA vs. DAL,0.0,92,46,22
0022301158,2024-04-10,1610612763,MEM,Memphis Grizzlies,MEM @ CLE,0.0,98,44,21
0022301163,2024-04-10,1610612760,OKC,Oklahoma City Thunder,OKC vs. SAS,1.0,127,62,33
0022301151,2024-04-09,1610612763,MEM,Memphis Grizzlies,MEM vs. SAS,0.0,87,49,21
0022301149,2024-04-09,1610612741,CHI,Chicago Bulls,CHI vs. NYK,0.0,117,39,20
0022301152,2024-04-09,1610612750,MIN,Minnesota Timberwolves,MIN vs. WAS,1.0,130,44,30
0022301156,2024-04-09,1610612756,PHX,Phoenix Suns,PHX vs. LAC,0.0,92,38,17
0022301152,2024-04-09,1610612764,WAS,Washington Wizards,WAS @ MIN,0.0,121,41,26
0022301145,2024-04-09,1610612755,PHI,Philadelphia 76ers,PHI vs. DET,1.0,120,51,29
0022301153,2024-04-09,1610612760,OKC,Oklahoma City Thunder,OKC vs. SAC,1.0,112,42,21
0022301147,2024-04-09,1610612737,ATL,Atlanta Hawks,ATL vs. MIA,0.0,111,59,28
0022301157,2024-04-09,1610612757,POR,Portland Trail Blazers,POR vs. NOP,0.0,100,47,28
0022301144,2024-04-09,1610612766,CHA,Charlotte Hornets,CHA vs. DAL,0.0,104,39,24
0022301154,2024-04-09,1610612743,DEN,Denver Nuggets,DEN @ UTA,1.0,111,43,30
0022301155,2024-04-09,1610612747,LAL,Los Angeles Lakers,LAL vs. GSW,0.0,120,40,31
0022301150,2024-04-09,1610612745,HOU,Houston Rockets,HOU vs. ORL,1.0,118,37,29
0022301151,2024-04-09,1610612759,SAS,San Antonio Spurs,SAS @ MEM,1.0,102,51,30
0022301153,2024-04-09,1610612758,SAC,Sacramento Kings,SAC @ OKC,0.0,105,56,23
0022301145,2024-04-09,1610612765,DET,Detroit Pistons,DET @ PHI,0.0,102,44,20
0022301154,2024-04-09,1610612762,UTA,Utah Jazz,UTA vs. DEN,0.0,95,44,19
